Order At;Order ID;Produk;Provinsi;Harga Produksi;Harga Satuan;Profit;Qty;Total Harga;Zero
23/10/2022;1874;Buku Soal OMITS SD;Maluku Utara;35000;50000;15000;1;50000;0
21/11/2022;4401;Buku Soal OMITS SD;Maluku Utara;35000;50000;15000;1;50000;0
21/12/2022;3440;Buku Soal OMITS SD;Maluku Utara;35000;50000;15000;1;50000;0
13/03/2022;2435;Buku Soal OMITS SD;Nusa Tenggara Barat;35000;50000;15000;1;50000;0
11/01/2022;1088;Buku Soal OMITS SD;Papua;35000;50000;15000;1;50000;0
23/03/2022;3053;Buku Soal OMITS SD;Papua;35000;50000;15000;1;50000;0
07/06/2022;1697;Buku Soal OMITS SD;Papua;35000;50000;15000;1;50000;0
07/04/2022;4301;Buku Soal OMITS SD;Papua Barat;35000;50000;15000;1;50000;0
22/05/2022;3230;Buku Soal OMITS SD;Papua Barat Daya;35000;50000;15000;1;50000;0
23/08/2022;4012;Buku Soal OMITS SD;Papua Barat Daya;35000;50000;15000;1;50000;0
23/11/2022;2601;Buku Soal OMITS SD;Papua Barat Daya;35000;50000;15000;1;50000;0
17/12/2022;3467;Buku Soal OMITS SD;Papua Barat Daya;35000;50000;15000;1;50000;0
06/05/2022;3942;Buku Soal OMITS SD;Papua Pegunungan;35000;50000;15000;1;50000;0
05/06/2022;2967;Buku Soal OMITS SD;Papua Pegunungan;35000;50000;15000;1;50000;0
14/02/2022;1566;Buku Soal OMITS SD;Papua Selatan;35000;50000;15000;1;50000;0
02/06/2022;1222;Buku Soal OMITS SD;Papua Selatan;35000;50000;15000;1;50000;0
17/07/2022;3028;Buku Soal OMITS SD;Papua Selatan;35000;50000;15000;1;50000;0
21/09/2022;2987;Buku Soal OMITS SD;Papua Selatan;35000;50000;15000;1;50000;0
26/10/2022;4282;Buku Soal OMITS SD;Papua Selatan;35000;50000;15000;1;50000;0
11/06/2022;2900;Buku Soal OMITS SD;Papua Tengah;35000;50000;15000;1;50000;0
31/08/2022;4211;Buku Soal OMITS SD;Riau;35000;50000;15000;1;50000;0
11/10/2022;3916;Buku Soal OMITS SD;Riau;35000;50000;15000;1;50000;0
03/04/2022;1878;Buku Soal OMITS SD;Sulawesi Barat;35000;50000;15000;1;50000;0
21/04/2022;2729;Buku Soal OMITS SD;Sulawesi Barat;35000;50000;15000;1;50000;0
22/04/2022;3518;Buku Soal OMITS SD;Sulawesi Barat;35000;50000;15000;1;50000;0
25/04/2022;1140;Buku Soal OMITS SD;Sulawesi Barat;35000;50000;15000;1;50000;0
04/01/2022;4206;Buku Soal OMITS SD;Sulawesi Selatan;35000;50000;15000;1;50000;0
02/04/2022;4614;Buku Soal OMITS SD;Sulawesi Selatan;35000;50000;15000;1;50000;0
01/06/2022;1810;Buku Soal OMITS SD;Sulawesi Selatan;35000;50000;15000;1;50000;0
20/07/2022;1185;Buku Soal OMITS SD;Sulawesi Selatan;35000;50000;15000;1;50000;0
31/01/2022;4975;Buku Soal OMITS SD;Sulawesi Tengah;35000;50000;15000;1;50000;0
20/02/2022;2951;Buku Soal OMITS SD;Sulawesi Tenggara;35000;50000;15000;1;50000;0
03/07/2022;1293;Buku Soal OMITS SD;Sulawesi Tenggara;35000;50000;15000;1;50000;0
03/07/2022;1850;Buku Soal OMITS SD;Sulawesi Tenggara;35000;50000;15000;1;50000;0
13/11/2022;1353;Buku Soal OMITS SD;Sulawesi Tenggara;35000;50000;15000;1;50000;0
06/01/2022;2574;Buku Soal OMITS SD;Sulawesi Utara;35000;50000;15000;1;50000;0
18/05/2022;1326;Buku Soal OMITS SD;Sulawesi Utara;35000;50000;15000;1;50000;0
14/07/2022;2089;Buku Soal OMITS SD;Sulawesi Utara;35000;50000;15000;1;50000;0
29/11/2022;1965;Buku Soal OMITS SD;Sulawesi Utara;35000;50000;15000;1;50000;0
01/01/2022;1550;Buku Soal OMITS SD;Sumatera Barat;35000;50000;15000;1;50000;0
27/02/2022;3596;Buku Soal OMITS SD;Sumatera Barat;35000;50000;15000;1;50000;0
11/10/2022;1331;Buku Soal OMITS SD;Sumatera Barat;35000;50000;15000;1;50000;0
12/10/2022;4832;Buku Soal OMITS SD;Sumatera Selatan;35000;50000;15000;1;50000;0
24/11/2022;2345;Buku Soal OMITS SD;Sumatera Utara;35000;50000;15000;1;50000;0
30/11/2022;3337;Buku Soal OMITS SMP;Bali;35000;55000;20000;1;55000;0
20/01/2022;2612;Buku Soal OMITS SMP;Bangka Belitung;35000;55000;20000;1;55000;0
14/06/2022;3220;Buku Soal OMITS SMP;Banten;35000;55000;20000;1;55000;0
05/10/2022;4974;Buku Soal OMITS SMP;Banten;35000;55000;20000;1;55000;0
22/04/2022;3564;Buku Soal OMITS SMP;Bengkulu;35000;55000;20000;1;55000;0
29/06/2022;2059;Buku Soal OMITS SMP;Bengkulu;35000;55000;20000;1;55000;0
10/07/2022;1113;Buku Soal OMITS SMP;Bengkulu;35000;55000;20000;1;55000;0
20/06/2022;1948;Buku Soal OMITS SMP;DKI Jakarta;35000;55000;20000;1;55000;0
04/08/2022;3285;Buku Soal OMITS SMP;Gorontalo;35000;55000;20000;1;55000;0
07/08/2022;1122;Buku Soal OMITS SMP;Gorontalo;35000;55000;20000;1;55000;0
19/04/2022;3192;Buku Soal OMITS SMP;Jambi;35000;55000;20000;1;55000;0
26/09/2022;3749;Buku Soal OMITS SMP;Jambi;35000;55000;20000;1;55000;0
30/10/2022;1475;Buku Soal OMITS SMP;Jambi;35000;55000;20000;1;55000;0
24/11/2022;2872;Buku Soal OMITS SMP;Jawa Barat;35000;55000;20000;1;55000;0
06/03/2022;1004;Buku Soal OMITS SMP;Jawa Timur;35000;55000;20000;1;55000;0
09/04/2022;1879;Buku Soal OMITS SMP;Jawa Timur;35000;55000;20000;1;55000;0
06/07/2022;1608;Buku Soal OMITS SMP;Jawa Timur;35000;55000;20000;1;55000;0
27/03/2022;1586;Buku Soal OMITS SMP;Kalimantan Barat;35000;55000;20000;1;55000;0
20/04/2022;3406;Buku Soal OMITS SMP;Kalimantan Barat;35000;55000;20000;1;55000;0
22/09/2022;4870;Buku Soal OMITS SMP;Kalimantan Barat;35000;55000;20000;1;55000;0
23/07/2022;1402;Buku Soal OMITS SMP;Kalimantan Selatan;35000;55000;20000;1;55000;0
31/07/2022;3974;Buku Soal OMITS SMP;Kalimantan Selatan;35000;55000;20000;1;55000;0
14/08/2022;3797;Buku Soal OMITS SMP;Kalimantan Selatan;35000;55000;20000;1;55000;0
10/10/2022;2962;Buku Soal OMITS SMP;Kalimantan Selatan;35000;55000;20000;1;55000;0
16/03/2022;1323;Buku Soal OMITS SMP;Kalimantan Tengah;35000;55000;20000;1;55000;0
18/06/2022;3794;Buku Soal OMITS SMP;Kalimantan Tengah;35000;55000;20000;1;55000;0
07/07/2022;2898;Buku Soal OMITS SMP;Kalimantan Tengah;35000;55000;20000;1;55000;0
20/02/2022;4013;Buku Soal OMITS SMP;Kalimantan Timur;35000;55000;20000;1;55000;0
14/12/2022;4458;Buku Soal OMITS SMP;Kalimantan Timur;35000;55000;20000;1;55000;0
20/04/2022;2680;Buku Soal OMITS SMP;Kalimantan Utara;35000;55000;20000;1;55000;0
03/08/2022;2037;Buku Soal OMITS SMP;Kalimantan Utara;35000;55000;20000;1;55000;0
16/07/2022;2699;Buku Soal OMITS SMP;Kepulauan Riau;35000;55000;20000;1;55000;0
05/11/2022;2946;Buku Soal OMITS SMP;Kepulauan Riau;35000;55000;20000;1;55000;0
06/11/2022;1643;Buku Soal OMITS SMP;Kepulauan Riau;35000;55000;20000;1;55000;0
30/07/2022;4716;Buku Soal OMITS SMP;Lampung;35000;55000;20000;1;55000;0
25/08/2022;2801;Buku Soal OMITS SMP;Lampung;35000;55000;20000;1;55000;0
21/01/2022;3950;Buku Soal OMITS SMP;Maluku;35000;55000;20000;1;55000;0
31/12/2022;4130;Buku Soal OMITS SMP;Maluku;35000;55000;20000;1;55000;0
30/03/2022;3555;Buku Soal OMITS SMP;Maluku Utara;35000;55000;20000;1;55000;0
10/01/2022;4522;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
07/03/2022;3525;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
10/05/2022;2661;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
07/08/2022;3849;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
20/10/2022;1982;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
18/11/2022;4234;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
29/01/2022;4610;Buku Soal OMITS SMP;Nusa Tenggara Barat;35000;55000;20000;1;55000;0
05/04/2022;3205;Buku Soal OMITS SMP;Nusa Tenggara Barat;35000;55000;20000;1;55000;0
11/10/2022;2927;Buku Soal OMITS SMP;Nusa Tenggara Barat;35000;55000;20000;1;55000;0
12/11/2022;1693;Buku Soal OMITS SMP;Nusa Tenggara Barat;35000;55000;20000;1;55000;0
25/05/2022;3457;Buku Soal OMITS SMP;Nusa Tenggara Timur;35000;55000;20000;1;55000;0
22/09/2022;3002;Buku Soal OMITS SMP;Nusa Tenggara Timur;35000;55000;20000;1;55000;0
02/06/2022;2597;Buku Soal OMITS SMP;Papua;35000;55000;20000;1;55000;0
12/12/2022;3288;Buku Soal OMITS SMP;Papua;35000;55000;20000;1;55000;0
16/05/2022;1317;Buku Soal OMITS SMP;Papua Barat Daya;35000;55000;20000;1;55000;0
30/05/2022;4362;Buku Soal OMITS SMP;Papua Barat Daya;35000;55000;20000;1;55000;0
06/06/2022;2750;Buku Soal OMITS SMP;Papua Barat Daya;35000;55000;20000;1;55000;0
27/06/2022;1065;Buku Soal OMITS SMP;Papua Barat Daya;35000;55000;20000;1;55000;0
06/01/2022;1580;Buku Soal OMITS SMP;Papua Pegunungan;35000;55000;20000;1;55000;0
20/04/2022;3883;Buku Soal OMITS SMP;Papua Selatan;35000;55000;20000;1;55000;0
17/05/2022;2255;Buku Soal OMITS SMP;Papua Selatan;35000;55000;20000;1;55000;0
26/10/2022;2472;Buku Soal OMITS SMP;Papua Selatan;35000;55000;20000;1;55000;0
27/01/2022;2452;Buku Soal OMITS SMP;Papua Tengah;35000;55000;20000;1;55000;0
01/05/2022;4497;Buku Soal OMITS SMP;Papua Tengah;35000;55000;20000;1;55000;0
11/07/2022;3096;Buku Soal OMITS SMP;Papua Tengah;35000;55000;20000;1;55000;0
12/08/2022;1366;Buku Soal OMITS SMP;Papua Tengah;35000;55000;20000;1;55000;0
18/08/2022;1988;Buku Soal OMITS SMP;Riau;35000;55000;20000;1;55000;0
03/04/2022;4987;Buku Soal OMITS SMP;Sulawesi Barat;35000;55000;20000;1;55000;0
13/03/2022;2450;Buku Soal OMITS SMP;Sulawesi Selatan;35000;55000;20000;1;55000;0
14/11/2022;1423;Buku Soal OMITS SMP;Sulawesi Selatan;35000;55000;20000;1;55000;0
14/05/2022;4060;Buku Soal OMITS SMP;Sulawesi Tengah;35000;55000;20000;1;55000;0
01/06/2022;4267;Buku Soal OMITS SMP;Sulawesi Tengah;35000;55000;20000;1;55000;0
25/09/2022;2874;Buku Soal OMITS SMP;Sulawesi Tengah;35000;55000;20000;1;55000;0
02/02/2022;4270;Buku Soal OMITS SMP;Sulawesi Tenggara;35000;55000;20000;1;55000;0
12/04/2022;3444;Buku Soal OMITS SMP;Sulawesi Tenggara;35000;55000;20000;1;55000;0
07/11/2022;4052;Buku Soal OMITS SMP;Sulawesi Tenggara;35000;55000;20000;1;55000;0
15/02/2022;1457;Buku Soal OMITS SMP;Sulawesi Utara;35000;55000;20000;1;55000;0
06/07/2022;2075;Buku Soal OMITS SMP;Sulawesi Utara;35000;55000;20000;1;55000;0
05/09/2022;4862;Buku Soal OMITS SMP;Sulawesi Utara;35000;55000;20000;1;55000;0
28/11/2022;3935;Buku Soal OMITS SMP;Sulawesi Utara;35000;55000;20000;1;55000;0
23/03/2022;4531;Buku Soal OMITS SMP;Sumatera Barat;35000;55000;20000;1;55000;0
31/05/2022;1365;Buku Soal OMITS SMP;Sumatera Selatan;35000;55000;20000;1;55000;0
16/09/2022;3955;Buku Soal OMITS SMP;Sumatera Selatan;35000;55000;20000;1;55000;0
11/01/2022;1778;Buku Soal OMITS SMP;Sumatera Utara;35000;55000;20000;1;55000;0
15/03/2022;4076;Buku Soal OMITS SMP;Sumatera Utara;35000;55000;20000;1;55000;0
14/08/2022;2765;Buku Soal OMITS SMP;Sumatera Utara;35000;55000;20000;1;55000;0
09/11/2022;4153;Buku Soal OMITS SMP;Sumatera Utara;35000;55000;20000;1;55000;0
21/08/2022;1502;Buku Soal OMITS SMA;Bali;35000;60000;25000;1;60000;0
09/12/2022;1120;Buku Soal OMITS SMA;Bali;35000;60000;25000;1;60000;0
30/03/2022;2028;Buku Soal OMITS SMA;Bangka Belitung;35000;60000;25000;1;60000;0
01/08/2022;1826;Buku Soal OMITS SMA;Bangka Belitung;35000;60000;25000;1;60000;0
25/04/2022;2156;Buku Soal OMITS SMA;Banten;35000;60000;25000;1;60000;0
09/06/2022;4750;Buku Soal OMITS SMA;Banten;35000;60000;25000;1;60000;0
12/06/2022;2581;Buku Soal OMITS SMA;Banten;35000;60000;25000;1;60000;0
27/06/2022;4151;Buku Soal OMITS SMA;Banten;35000;60000;25000;1;60000;0
18/03/2022;1334;Buku Soal OMITS SMA;Bengkulu;35000;60000;25000;1;60000;0
16/12/2022;1111;Buku Soal OMITS SMA;Bengkulu;35000;60000;25000;1;60000;0
14/01/2022;4742;Buku Soal OMITS SMA;DKI Jakarta;35000;60000;25000;1;60000;0
26/08/2022;4965;Buku Soal OMITS SMA;DKI Jakarta;35000;60000;25000;1;60000;0
26/10/2022;3160;Buku Soal OMITS SMA;DKI Jakarta;35000;60000;25000;1;60000;0
18/10/2022;2609;Buku Soal OMITS SMA;Gorontalo;35000;60000;25000;1;60000;0
03/06/2022;2240;Buku Soal OMITS SMA;Jambi;35000;60000;25000;1;60000;0
05/05/2022;4058;Buku Soal OMITS SMA;Jawa Barat;35000;60000;25000;1;60000;0
24/09/2022;1749;Buku Soal OMITS SMA;Jawa Barat;35000;60000;25000;1;60000;0
09/11/2022;4043;Buku Soal OMITS SMA;Jawa Barat;35000;60000;25000;1;60000;0
09/07/2022;4328;Buku Soal OMITS SMA;Jawa Tengah;35000;60000;25000;1;60000;0
07/09/2022;2205;Buku Soal OMITS SMA;Jawa Tengah;35000;60000;25000;1;60000;0
22/04/2022;2422;Buku Soal OMITS SMA;Kalimantan Barat;35000;60000;25000;1;60000;0
24/11/2022;4883;Buku Soal OMITS SMA;Kalimantan Barat;35000;60000;25000;1;60000;0
26/01/2022;2455;Buku Soal OMITS SMA;Kalimantan Selatan;35000;60000;25000;1;60000;0
06/11/2022;2124;Buku Soal OMITS SMA;Kalimantan Tengah;35000;60000;25000;1;60000;0
18/03/2022;3073;Buku Soal OMITS SMA;Kalimantan Timur;35000;60000;25000;1;60000;0
27/07/2022;4365;Buku Soal OMITS SMA;Kalimantan Timur;35000;60000;25000;1;60000;0
16/08/2022;3171;Buku Soal OMITS SMA;Kalimantan Utara;35000;60000;25000;1;60000;0
02/09/2022;4603;Buku Soal OMITS SMA;Kalimantan Utara;35000;60000;25000;1;60000;0
07/05/2022;2246;Buku Soal OMITS SMA;Kepulauan Riau;35000;60000;25000;1;60000;0
25/01/2022;1097;Buku Soal OMITS SMA;Lampung;35000;60000;25000;1;60000;0
25/01/2022;3074;Buku Soal OMITS SMA;Lampung;35000;60000;25000;1;60000;0
05/03/2022;4525;Buku Soal OMITS SMA;Lampung;35000;60000;25000;1;60000;0
04/06/2022;1388;Buku Soal OMITS SMA;Lampung;35000;60000;25000;1;60000;0
16/08/2022;1629;Buku Soal OMITS SMA;Lampung;35000;60000;25000;1;60000;0
12/10/2022;2797;Buku Soal OMITS SMA;Lampung;35000;60000;25000;1;60000;0
17/04/2022;1626;Buku Soal OMITS SMA;Maluku;35000;60000;25000;1;60000;0
20/07/2022;1734;Buku Soal OMITS SMA;Maluku;35000;60000;25000;1;60000;0
21/02/2022;4470;Buku Soal OMITS SMA;Maluku Utara;35000;60000;25000;1;60000;0
29/09/2022;1473;Buku Soal OMITS SMA;Maluku Utara;35000;60000;25000;1;60000;0
18/04/2022;1205;Buku Soal OMITS SMA;Nanggroe Aceh Darussalam;35000;60000;25000;1;60000;0
09/05/2022;1766;Buku Soal OMITS SMA;Nanggroe Aceh Darussalam;35000;60000;25000;1;60000;0
25/01/2022;2863;Buku Soal OMITS SMA;Nusa Tenggara Barat;35000;60000;25000;1;60000;0
31/10/2022;4804;Buku Soal OMITS SMA;Nusa Tenggara Barat;35000;60000;25000;1;60000;0
11/03/2022;4471;Buku Soal OMITS SMA;Nusa Tenggara Timur;35000;60000;25000;1;60000;0
24/04/2022;4097;Buku Soal OMITS SMA;Nusa Tenggara Timur;35000;60000;25000;1;60000;0
22/08/2022;2968;Buku Soal OMITS SMA;Nusa Tenggara Timur;35000;60000;25000;1;60000;0
14/01/2022;1664;Buku Soal OMITS SMA;Papua;35000;60000;25000;1;60000;0
09/05/2022;3734;Buku Soal OMITS SMA;Papua;35000;60000;25000;1;60000;0
16/06/2022;2260;Buku Soal OMITS SMA;Papua;35000;60000;25000;1;60000;0
06/08/2022;4080;Buku Soal OMITS SMA;Papua;35000;60000;25000;1;60000;0
22/09/2022;3852;Buku Soal OMITS SMA;Papua Barat;35000;60000;25000;1;60000;0
05/01/2022;3101;Buku Soal OMITS SMA;Papua Barat Daya;35000;60000;25000;1;60000;0
23/01/2022;3714;Buku Soal OMITS SMA;Papua Barat Daya;35000;60000;25000;1;60000;0
17/12/2022;1917;Buku Soal OMITS SMA;Papua Barat Daya;35000;60000;25000;1;60000;0
10/06/2022;4478;Buku Soal OMITS SMA;Papua Selatan;35000;60000;25000;1;60000;0
13/06/2022;1713;Buku Soal OMITS SMA;Papua Selatan;35000;60000;25000;1;60000;0
13/09/2022;2875;Buku Soal OMITS SMA;Papua Selatan;35000;60000;25000;1;60000;0
31/08/2022;4083;Buku Soal OMITS SMA;Papua Tengah;35000;60000;25000;1;60000;0
06/12/2022;2984;Buku Soal OMITS SMA;Papua Tengah;35000;60000;25000;1;60000;0
20/04/2022;4938;Buku Soal OMITS SMA;Sulawesi Selatan;35000;60000;25000;1;60000;0
11/09/2022;4952;Buku Soal OMITS SMA;Sulawesi Selatan;35000;60000;25000;1;60000;0
17/05/2022;3046;Buku Soal OMITS SMA;Sulawesi Tengah;35000;60000;25000;1;60000;0
22/07/2022;1016;Buku Soal OMITS SMA;Sulawesi Tengah;35000;60000;25000;1;60000;0
08/10/2022;3124;Buku Soal OMITS SMA;Sulawesi Tengah;35000;60000;25000;1;60000;0
08/03/2022;3833;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;25000;1;60000;0
15/05/2022;1812;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;25000;1;60000;0
26/05/2022;3948;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;25000;1;60000;0
24/09/2022;2761;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;25000;1;60000;0
16/10/2022;2777;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;25000;1;60000;0
19/10/2022;1145;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;25000;1;60000;0
02/01/2022;4394;Buku Soal OMITS SMA;Sulawesi Utara;35000;60000;25000;1;60000;0
15/05/2022;3724;Buku Soal OMITS SMA;Sulawesi Utara;35000;60000;25000;1;60000;0
17/02/2022;2592;Buku Soal OMITS SMA;Sumatera Barat;35000;60000;25000;1;60000;0
24/03/2022;3340;Buku Soal OMITS SMA;Sumatera Barat;35000;60000;25000;1;60000;0
24/03/2022;4271;Buku Soal OMITS SMA;Sumatera Barat;35000;60000;25000;1;60000;0
10/08/2022;1928;Buku Soal OMITS SMA;Sumatera Barat;35000;60000;25000;1;60000;0
25/09/2022;4466;Buku Soal OMITS SMA;Sumatera Barat;35000;60000;25000;1;60000;0
26/01/2022;3418;Buku Soal OMITS SMA;Sumatera Selatan;35000;60000;25000;1;60000;0
18/05/2022;3784;Buku Soal OMITS SMA;Sumatera Selatan;35000;60000;25000;1;60000;0
17/10/2022;2058;Buku Soal OMITS SMA;Sumatera Selatan;35000;60000;25000;1;60000;0
28/11/2022;3671;Buku Soal OMITS SMA;Sumatera Selatan;35000;60000;25000;1;60000;0
28/04/2022;2842;Buku Soal OMITS SMA;Sumatera Utara;35000;60000;25000;1;60000;0
30/04/2022;3208;Buku Soal OMITS SMA;Sumatera Utara;35000;60000;25000;1;60000;0
14/08/2022;4370;Buku Soal OMITS SMA;Sumatera Utara;35000;60000;25000;1;60000;0
30/01/2022;4020;Tumbler;Bali;50000;60000;10000;1;60000;0
31/12/2022;3330;Tumbler;Bali;50000;60000;10000;1;60000;0
18/07/2022;2905;Tumbler;Bangka Belitung;50000;60000;10000;1;60000;0
19/11/2022;3610;Tumbler;Bangka Belitung;50000;60000;10000;1;60000;0
20/11/2022;1360;Tumbler;Banten;50000;60000;10000;1;60000;0
23/03/2022;4595;Tumbler;Bengkulu;50000;60000;10000;1;60000;0
14/06/2022;1940;Tumbler;Bengkulu;50000;60000;10000;1;60000;0
04/11/2022;2174;Tumbler;DKI Jakarta;50000;60000;10000;1;60000;0
25/11/2022;2031;Tumbler;Daerah Istimewa Yogyakarta;50000;60000;10000;1;60000;0
30/12/2022;1427;Tumbler;Daerah Istimewa Yogyakarta;50000;60000;10000;1;60000;0
13/03/2022;3104;Tumbler;Gorontalo;50000;60000;10000;1;60000;0
08/07/2022;1784;Tumbler;Gorontalo;50000;60000;10000;1;60000;0
13/08/2022;2524;Tumbler;Gorontalo;50000;60000;10000;1;60000;0
11/10/2022;4997;Tumbler;Gorontalo;50000;60000;10000;1;60000;0
04/05/2022;1186;Tumbler;Jambi;50000;60000;10000;1;60000;0
18/07/2022;2685;Tumbler;Jambi;50000;60000;10000;1;60000;0
20/04/2022;3445;Tumbler;Jawa Barat;50000;60000;10000;1;60000;0
21/11/2022;1846;Tumbler;Jawa Barat;50000;60000;10000;1;60000;0
12/02/2022;2800;Tumbler;Jawa Tengah;50000;60000;10000;1;60000;0
21/08/2022;1318;Tumbler;Jawa Tengah;50000;60000;10000;1;60000;0
27/03/2022;4868;Tumbler;Jawa Timur;50000;60000;10000;1;60000;0
16/02/2022;2475;Tumbler;Kalimantan Barat;50000;60000;10000;1;60000;0
18/02/2022;2977;Tumbler;Kalimantan Barat;50000;60000;10000;1;60000;0
25/04/2022;3743;Tumbler;Kalimantan Barat;50000;60000;10000;1;60000;0
08/12/2022;1513;Tumbler;Kalimantan Barat;50000;60000;10000;1;60000;0
31/01/2022;4526;Tumbler;Kalimantan Selatan;50000;60000;10000;1;60000;0
04/11/2022;1216;Tumbler;Kalimantan Selatan;50000;60000;10000;1;60000;0
04/03/2022;3557;Tumbler;Kalimantan Tengah;50000;60000;10000;1;60000;0
18/01/2022;4307;Tumbler;Kalimantan Timur;50000;60000;10000;1;60000;0
09/02/2022;3878;Tumbler;Kalimantan Timur;50000;60000;10000;1;60000;0
11/10/2022;2914;Tumbler;Kalimantan Timur;50000;60000;10000;1;60000;0
03/11/2022;1482;Tumbler;Kalimantan Timur;50000;60000;10000;1;60000;0
24/03/2022;1563;Tumbler;Kalimantan Utara;50000;60000;10000;1;60000;0
11/07/2022;1196;Tumbler;Kepulauan Riau;50000;60000;10000;1;60000;0
14/08/2022;4593;Tumbler;Kepulauan Riau;50000;60000;10000;1;60000;0
27/10/2022;3535;Tumbler;Kepulauan Riau;50000;60000;10000;1;60000;0
25/04/2022;2958;Tumbler;Lampung;50000;60000;10000;1;60000;0
13/07/2022;4565;Tumbler;Lampung;50000;60000;10000;1;60000;0
11/12/2022;2445;Tumbler;Lampung;50000;60000;10000;1;60000;0
19/01/2022;3874;Tumbler;Maluku;50000;60000;10000;1;60000;0
16/02/2022;2965;Tumbler;Maluku;50000;60000;10000;1;60000;0
16/03/2022;4285;Tumbler;Maluku;50000;60000;10000;1;60000;0
17/05/2022;3577;Tumbler;Maluku;50000;60000;10000;1;60000;0
31/07/2022;3562;Tumbler;Maluku;50000;60000;10000;1;60000;0
26/01/2022;1493;Tumbler;Maluku Utara;50000;60000;10000;1;60000;0
10/05/2022;4079;Tumbler;Maluku Utara;50000;60000;10000;1;60000;0
14/06/2022;2935;Tumbler;Maluku Utara;50000;60000;10000;1;60000;0
07/05/2022;3051;Tumbler;Nanggroe Aceh Darussalam;50000;60000;10000;1;60000;0
13/06/2022;3067;Tumbler;Nusa Tenggara Barat;50000;60000;10000;1;60000;0
14/09/2022;4491;Tumbler;Nusa Tenggara Barat;50000;60000;10000;1;60000;0
15/04/2022;3322;Tumbler;Nusa Tenggara Timur;50000;60000;10000;1;60000;0
04/11/2022;3832;Tumbler;Nusa Tenggara Timur;50000;60000;10000;1;60000;0
24/03/2022;1370;Tumbler;Papua;50000;60000;10000;1;60000;0
24/11/2022;3704;Tumbler;Papua;50000;60000;10000;1;60000;0
14/10/2022;2144;Tumbler;Papua Barat Daya;50000;60000;10000;1;60000;0
01/04/2022;2751;Tumbler;Papua Pegunungan;50000;60000;10000;1;60000;0
03/07/2022;3258;Tumbler;Papua Pegunungan;50000;60000;10000;1;60000;0
12/08/2022;1335;Tumbler;Papua Pegunungan;50000;60000;10000;1;60000;0
09/07/2022;4244;Tumbler;Papua Tengah;50000;60000;10000;1;60000;0
19/12/2022;3995;Tumbler;Papua Tengah;50000;60000;10000;1;60000;0
22/12/2022;3920;Tumbler;Riau;50000;60000;10000;1;60000;0
29/10/2022;2285;Tumbler;Sulawesi Barat;50000;60000;10000;1;60000;0
12/12/2022;1616;Tumbler;Sulawesi Barat;50000;60000;10000;1;60000;0
06/03/2022;4794;Tumbler;Sulawesi Selatan;50000;60000;10000;1;60000;0
14/05/2022;1170;Tumbler;Sulawesi Selatan;50000;60000;10000;1;60000;0
23/07/2022;1462;Tumbler;Sulawesi Selatan;50000;60000;10000;1;60000;0
05/08/2022;2054;Tumbler;Sulawesi Selatan;50000;60000;10000;1;60000;0
04/06/2022;3442;Tumbler;Sulawesi Tengah;50000;60000;10000;1;60000;0
26/11/2022;1986;Tumbler;Sulawesi Tengah;50000;60000;10000;1;60000;0
28/08/2022;1669;Tumbler;Sulawesi Tenggara;50000;60000;10000;1;60000;0
27/10/2022;4184;Tumbler;Sulawesi Tenggara;50000;60000;10000;1;60000;0
06/11/2022;2619;Tumbler;Sulawesi Tenggara;50000;60000;10000;1;60000;0
06/12/2022;2617;Tumbler;Sulawesi Tenggara;50000;60000;10000;1;60000;0
02/02/2022;3408;Tumbler;Sulawesi Utara;50000;60000;10000;1;60000;0
11/02/2022;1592;Tumbler;Sulawesi Utara;50000;60000;10000;1;60000;0
26/03/2022;4106;Tumbler;Sulawesi Utara;50000;60000;10000;1;60000;0
13/06/2022;3991;Tumbler;Sulawesi Utara;50000;60000;10000;1;60000;0
22/05/2022;2908;Tumbler;Sumatera Barat;50000;60000;10000;1;60000;0
13/11/2022;2810;Tumbler;Sumatera Barat;50000;60000;10000;1;60000;0
26/11/2022;4602;Tumbler;Sumatera Barat;50000;60000;10000;1;60000;0
08/12/2022;4483;Tumbler;Sumatera Barat;50000;60000;10000;1;60000;0
05/04/2022;3961;Tumbler;Sumatera Selatan;50000;60000;10000;1;60000;0
